Level1,Level2,Level3,ReqList_Last
경기도,연천군,전곡읍,61_137
경기도,연천군,군남면,60_138
경기도,연천군,청산면,61_136
경기도,연천군,백학면,59_137
경기도,연천군,미산면,60_137
경기도,연천군,왕징면,60_137
경기도,연천군,신서면,62_140
경기도,연천군,중면,60_139
경기도,연천군,장남면,58_136
경기도,가평군,가평읍,69_132
경기도,가평군,설악면,69_129
경기도,가평군,청평면,67_131
경기도,가평군,상면,66_132
경기도,가평군,조종면,66_132
경기도,가평군,북면,70_134
경기도,양평군,양평읍,69_125
경기도,양평군,강상면,69_125
경기도,양평군,강하면,67_125
경기도,양평군,양서면,66_126
경기도,양평군,옥천면,68_126
경기도,양평군,서종면,66_128
경기도,양평군,단월면,72_126
경기도,양평군,청운면,72_127
경기도,양평군,양동면,73_124
경기도,양평군,지평면,71_125
경기도,양평군,용문면,70_125
경기도,양평군,개군면,70_124
강원특별자치도,춘천시,신북읍,73_135
강원특별자치도,춘천시,동면,73_134
강원특별자치도,춘천시,동산면,74_131
강원특별자치도,춘천시,신동면,72_132
강원특별자치도,춘천시,남면,70_130
강원특별자치도,춘천시,서면,72_134
강원특별자치도,춘천시,사북면,71_137
강원특별자치도,춘천시,북산면,75_136
강원특별자치도,춘천시,동내면,73_133
강원특별자치도,춘천시,남산면,71_132
강원특별자치도,춘천시,교동,73_134
강원특별자치도,춘천시,조운동,73_134
강원특별자치도,춘천시,약사명동,73_134
강원특별자치도,춘천시,근화동,72_134
강원특별자치도,춘천시,소양동,73_134
강원특별자치도,춘천시,후평1동,73_134
강원특별자치도,춘천시,후평2동,73_134
강원특별자치도,춘천시,후평3동,73_134
강원특별자치도,춘천시,효자1동,73_133
강원특별자치도,춘천시,효자2동,73_133
강원특별자치도,춘천시,효자3동,73_134
강원특별자치도,춘천시,석사동,73_133
강원특별자치도,춘천시,퇴계동,73_133
강원특별자치도,춘천시,강남동,72_133
강원특별자치도,춘천시,신사우동,73_134
강원특별자치도,원주시,문막읍,74_121
강원특별자치도,원주시,소초면,78_124
강원특별자치도,원주시,호저면,76_124
강원특별자치도,원주시,지정면,75_122
강원특별자치도,원주시,부론면,73_119
강원특별자치도,원주시,귀래면,76_118
강원특별자치도,원주시,흥업면,76_121
강원특별자치도,원주시,판부면,78_121
강원특별자치도,원주시,신림면,79_120
강원특별자치도,원주시,중앙동,77_122
강원특별자치도,원주시,원인동,77_122
강원특별자치도,원주시,개운동,77_122
강원특별자치도,원주시,명륜1동,77_122
강원특별자치도,원주시,명륜2동,77_122
강원특별자치도,원주시,단구동,77_122
강원특별자치도,원주시,일산동,77_122
강원특별자치도,원주시,학성동,77_122
강원특별자치도,원주시,단계동,76_122
강원특별자치도,원주시,우산동,76_123
강원특별자치도,원주시,태장1동,77_122
강원특별자치도,원주시,태장2동,77_123
강원특별자치도,원주시,봉산동,77_122
강원특별자치도,원주시,행구동,77_122
강원특별자치도,원주시,무실동,76_122
강원특별자치도,원주시,반곡관설동,77_122
강원특별자치도,강릉시,주문진읍,91_134
강원특별자치도,강릉시,성산면,92_131
강원특별자치도,강릉시,왕산면,92_130
강원특별자치도,강릉시,구정면,92_131
강원특별자치도,강릉시,강동면,94_131
강원특별자치도,강릉시,옥계면,95_129
강원특별자치도,강릉시,사천면,92_133
강원특별자치도,강릉시,연곡면,92_134
강원특별자치도,강릉시,홍제동,92_131
강원특별자치도,강릉시,중앙동,93_132
강원특별자치도,강릉시,옥천동,93_132
강원특별자치도,강릉시,교1동,92_132
강원특별자치도,강릉시,교2동,93_132
강원특별자치도,강릉시,포남1동,93_132
강원특별자치도,강릉시,포남2동,93_132
강원특별자치도,강릉시,초당동,93_132
강원특별자치도,강릉시,송정동,93_132
강원특별자치도,강릉시,내곡동,92_131
강원특별자치도,강릉시,강남동,93_131
강원특별자치도,강릉시,성덕동,93_132
강원특별자치도,강릉시,경포동,92_132
강원특별자치도,동해시,천곡동,97_127
강원특별자치도,동해시,송정동,97_126
강원특별자치도,동해시,북삼동,97_126
강원특별자치도,동해시,부곡동,96_127
강원특별자치도,동해시,동호동,96_127
강원특별자치도,동해시,발한동,96_127
강원특별자치도,동해시,묵호동,97_127
강원특별자치도,동해시,북평동,97_126
강원특별자치도,동해시,망상동,96_127
강원특별자치도,동해시,삼화동,96_126
강원특별자치도,태백시,황지동,95_119
강원특별자치도,태백시,황연동,95_119
강원특별자치도,태백시,삼수동,95_119
강원특별자치도,태백시,상장동,95_119
강원특별자치도,태백시,문곡소도동,94_118
강원특별자치도,태백시,장성동,95_117
강원특별자치도,태백시,구문소동,95_117
강원특별자치도,태백시,철암동,96_118
강원특별자치도,속초시,영랑동,87_141
강원특별자치도,속초시,동명동,87_141
강원특별자치도,속초시,금호동,87_141
강원특별자치도,속초시,교동,87_141
강원특별자치도,속초시,노학동,87_141
강원특별자치도,속초시,조양동,87_141
강원특별자치도,속초시,청호동,87_141
강원특별자치도,속초시,대포동,87_140
강원특별자치도,삼척시,도계읍,96_120
강원특별자치도,삼척시,원덕읍,101_119
강원특별자치도,삼척시,근덕면,99_124
강원특별자치도,삼척시,하장면,94_123
강원특별자치도,삼척시,노곡면,98_123
강원특별자치도,삼척시,미로면,97_124
강원특별자치도,삼척시,가곡면,98_119
강원특별자치도,삼척시,신기면,96_123
강원특별자치도,삼척시,남양동,98_125
강원특별자치도,삼척시,교동,98_125
강원특별자치도,삼척시,정라동,98_125
강원특별자치도,삼척시,성내동,97_125
강원특별자치도,홍천군,홍천읍,75_130
강원특별자치도,홍천군,화촌면,77_131
강원특별자치도,홍천군,두촌면,78_134
강원특별자치도,홍천군,내촌면,79_132
강원특별자치도,홍천군,서석면,81_130
강원특별자치도,홍천군,영귀미면,76_129
강원특별자치도,홍천군,남면,73_128
강원특별자치도,홍천군,서면,72_129
강원특별자치도,홍천군,북방면,75_130
강원특별자치도,홍천군,내면,84_132
강원특별자치도,횡성군,횡성읍,77_125
강원특별자치도,횡성군,우천면,79_125
강원특별자치도,횡성군,안흥면,80_124
강원특별자치도,횡성군,둔내면,81_126
강원특별자치도,횡성군,갑천면,79_127
강원특별자치도,횡성군,청일면,80_127
강원특별자치도,횡성군,공근면,77_126
강원특별자치도,횡성군,서원면,75_125
강원특별자치도,횡성군,강림면,80_123
강원특별자치도,영월군,영월읍,86_119
강원특별자치도,영월군,상동읍,92_118
강원특별자치도,영월군,중동면,89_118
강원특별자치도,영월군,김삿갓면,88_118
강원특별자치도,영월군,북면,85_120
강원특별자치도,영월군,남면,85_119
강원특별자치도,영월군,한반도면,83_120
강원특별자치도,영월군,주천면,82_121
강원특별자치도,영월군,무릉도원면,82_121
강원특별자치도,평창군,평창읍,84_123
강원특별자치도,평창군,미탄면,86_122
강원특별자치도,평창군,방림면,84_124
강원특별자치도,평창군,대화면,85_126
강원특별자치도,평창군,봉평면,84_128
강원특별자치도,평창군,용평면,85_128
강원특별자치도,평창군,진부면,87_129
강원특별자치도,평창군,대관령면,89_130
강원특별자치도,정선군,정선읍,89_123
강원특별자치도,정선군,고한읍,92_120
강원특별자치도,정선군,사북읍,92_120
강원특별자치도,정선군,신동읍,89_120
강원특별자치도,정선군,남면,90_121
강원특별자치도,정선군,북평면,89_125
강원특별자치도,정선군,임계면,92_126
강원특별자치도,정선군,화암면,91_123
강원특별자치도,정선군,여량면,90_125
강원특별자치도,철원군,철원읍,64_141
강원특별자치도,철원군,김화읍,67_142
강원특별자치도,철원군,갈말읍,65_139
강원특별자치도,철원군,동송읍,64_141
강원특별자치도,철원군,서면,67_140
강원특별자치도,철원군,근남면,68_141
강원특별자치도,철원군,근북면,67_143
강원특별자치도,철원군,근동면,69_143
강원특별자치도,철원군,원동면,73_143
강원특별자치도,철원군,원남면,71_143
강원특별자치도,철원군,임남면,75_143
강원특별자치도,화천군,화천읍,72_139
강원특별자치도,화천군,간동면,74_137
강원특별자치도,화천군,하남면,71_138
강원특별자치도,화천군,상서면,71_140
강원특별자치도,화천군,사내면,69_138
강원특별자치도,양구군,양구읍,77_139
강원특별자치도,양구군,국토정중앙면,78_139
강원특별자치도,양구군,동면,78_141
강원특별자치도,양구군,방산면,76_141
강원특별자치도,양구군,해안면,79_143
강원특별자치도,인제군,인제읍,80_138
강원특별자치도,인제군,남면,79_136
강원특별자치도,인제군,북면,81_139
강원특별자치도,인제군,기린면,83_136
강원특별자치도,인제군,서화면,81_141
강원특별자치도,인제군,상남면,82_134
강원특별자치도,고성군,간성읍,85_145
강원특별자치도,고성군,거진읍,85_146
강원특별자치도,고성군,현내면,84_147
강원특별자치도,고성군,죽왕면,86_144
강원특별자치도,고성군,토성면,87_142
강원특별자치도,고성군,수동면,82_146
강원특별자치도,양양군,양양읍,88_138
강원특별자치도,양양군,서면,87_138
강원특별자치도,양양군,손양면,88_138
강원특별자치도,양양군,현북면,89_137
강원특별자치도,양양군,현남면,90_136
강원특별자치도,양양군,강현면,87_140
충청북도,청주시상당구,낭성면,71_106
충청북도,청주시상당구,미원면,72_107
충청북도,청주시상당구,가덕면,70_105
충청북도,청주시상당구,남일면,69_106
충청북도,청주시상당구,문의면,69_104
충청북도,청주시상당구,중앙동,69_107
충청북도,청주시상당구,성안동,69_107
충청북도,청주시상당구,탑대성동,69_107
충청북도,청주시상당구,영운동,69_106
충청북도,청주시상당구,금천동,69_106
충청북도,청주시상당구,용담.명암.산성동,69_107
충청북도,청주시상당구,용암1동,69_106
충청북도,청주시상당구,용암2동,69_106
충청북도,청주시서원구,남이면,68_105
충청북도,청주시서원구,현도면,68_103
충청북도,청주시서원구,사직1동,69_107
충청북도,청주시서원구,사직2동,69_106
충청북도,청주시서원구,사창동,68_107
충청북도,청주시서원구,모충동,69_106
충청북도,청주시서원구,산남동,69_106
충청북도,청주시서원구,분평동,69_106
충청북도,청주시서원구,수곡1동,69_106
충청북도,청주시서원구,수곡2동,69_106
충청북도,청주시서원구,성화.개신.죽림동,68_106
충청북도,청주시흥덕구,오송읍,66_106
충청북도,청주시흥덕구,강내면,67_106
충청북도,청주시흥덕구,옥산면,67_107
충청북도,청주시흥덕구,운천.신봉동,69_107
충청북도,청주시흥덕구,복대1동,68_107
충청북도,청주시흥덕구,복대2동,68_106
충청북도,청주시흥덕구,가경동,68_106
충청북도,청주시흥덕구,봉명1동,68_107
충청북도,청주시흥덕구,봉명2.송정동,68_107
충청북도,청주시흥덕구,강서제1동,68_106
충청북도,청주시흥덕구,강서제2동,68_107
충청북도,청주시청원구,내수읍,70_109
충청북도,청주시청원구,오창읍,68_109
충청북도,청주시청원구,북이면,70_109
충청북도,청주시청원구,우암동,69_107
충청북도,청주시청원구,내덕1동,69_107
충청북도,청주시청원구,내덕2동,69_107
충청북도,청주시청원구,율량.사천동,69_107
충청북도,청주시청원구,오근장동,69_108
충청북도,충주시,주덕읍,74_114
충청북도,충주시,살미면,77_113
충청북도,충주시,수안보면,78_111
충청북도,충주시,대소원면,75_114
충청북도,충주시,신니면,73_114
충청북도,충주시,노은면,73_116
충청북도,충주시,앙성면,73_117
충청북도,충주시,중앙탑면,75_115
충청북도,충주시,금가면,76_116
충청북도,충주시,동량면,77_115
충청북도,충주시,산척면,77_116
충청북도,충주시,엄정면,76_117
충청북도,충주시,소태면,75_117
충청북도,충주시,성내.충인동,77_114
충청북도,충주시,교현.안림동,77_114
충청북도,충주시,교현2동,76_114
충청북도,충주시,용산동,77_114
충청북도,충주시,지현동,77_114
충청북도,충주시,문화동,76_114
충청북도,충주시,호암.직동,77_114
충청북도,충주시,달천동,76_114
충청북도,충주시,봉방동,76_114
충청북도,충주시,칠금.금릉동,76_114
충청북도,충주시,연수동,77_114
충청북도,충주시,목행.용탄동,76_115
충청북도,제천시,봉양읍,80_118
충청북도,제천시,금성면,81_116
충청북도,제천시,청풍면,81_115
충청북도,제천시,수산면,81_113
충청북도,제천시,덕산면,81_113
충청북도,제천시,한수면,79_112
충청북도,제천시,백운면,78_118
충청북도,제천시,송학면,82_119
충청북도,제천시,교동,81_118
충청북도,제천시,의림지동,81_118
충청북도,제천시,중앙동,81_118
충청북도,제천시,남현동,81_118
충청북도,제천시,영서동,81_118
충청북도,제천시,용두동,81_118
충청북도,제천시,신백동,82_118
충청북도,제천시,청전동,81_118
충청북도,제천시,화산동,81_118
충청북도,보은군,보은읍,73_103
충청북도,보은군,속리산면,75_104
충청북도,보은군,장안면,74_103
충청북도,보은군,마로면,75_102
충청북도,보은군,탄부면,74_102
충청북도,보은군,삼승면,73_101
충청북도,보은군,수한면,73_103
충청북도,보은군,회남면,71_102
충청북도,보은군,회인면,71_104
충청북도,보은군,내북면,72_105
충청북도,보은군,산외면,73_105
충청북도,옥천군,옥천읍,71_99
충청북도,옥천군,동이면,71_99
충청북도,옥천군,안남면,72_101
충청북도,옥천군,안내면,72_101
충청북도,옥천군,청성면,74_100
충청북도,옥천군,청산면,74_100
충청북도,옥천군,이원면,71_98
충청북도,옥천군,군서면,70_99
충청북도,옥천군,군북면,70_100
충청북도,영동군,영동읍,74_97
충청북도,영동군,용산면,75_99
충청북도,영동군,황간면,77_98
충청북도,영동군,추풍령면,78_98
충청북도,영동군,매곡면,77_97
충청북도,영동군,상촌면,77_96
충청북도,영동군,양강면,74_96
충청북도,영동군,용화면,74_93
충청북도,영동군,학산면,73_95
충청북도,영동군,양산면,72_95
충청북도,영동군,심천면,73_98
충청북도,증평군,증평읍,71_110
충청북도,증평군,도안면,71_110
충청북도,진천군,진천읍,68_111
충청북도,진천군,덕산읍,69_113
충청북도,진천군,초평면,70_111
충청북도,진천군,문백면,68_110
충청북도,진천군,백곡면,67_112
충청북도,진천군,이월면,68_113
충청북도,진천군,광혜원면,68_114
충청북도,괴산군,괴산읍,74_111
충청북도,괴산군,감물면,76_111
충청북도,괴산군,장연면,77_111
충청북도,괴산군,연풍면,78_110
충청북도,괴산군,칠성면,75_110
충청북도,괴산군,문광면,74_110
충청북도,괴산군,청천면,73_107
충청북도,괴산군,청안면,72_110
충청북도,괴산군,사리면,72_111
충청북도,괴산군,소수면,73_111
충청북도,괴산군,불정면,75_112
충청북도,음성군,음성읍,72_113
충청북도,음성군,금왕읍,71_114
충청북도,음성군,소이면,74_113
충청북도,음성군,원남면,72_112
충청북도,음성군,맹동면,70_113
충청북도,음성군,대소면,69_114
충청북도,음성군,삼성면,69_115
충청북도,음성군,생극면,71_115
충청북도,음성군,감곡면,71_117
충청북도,단양군,단양읍,84_115
충청북도,단양군,매포읍,83_116
충청북도,단양군,대강면,84_113
충청북도,단양군,가곡면,84_115
충청북도,단양군,영춘면,86_117
충청북도,단양군,어상천면,84_117
충청북도,단양군,적성면,83_114
충청북도,단양군,단성면,83_113
충청남도,천안시동남구,목천읍,65_110
충청남도,천안시동남구,풍세면,63_108
충청남도,천안시동남구,광덕면,62_108
충청남도,천안시동남구,북면,65_111
충청남도,천안시동남구,성남면,65_109
충청남도,천안시동남구,수신면,65_109
충청남도,천안시동남구,병천면,66_109
충청남도,천안시동남구,동면,66_110
충청남도,천안시동남구,중앙동,63_110
충청남도,천안시동남구,문성동,63_110
충청남도,천안시동남구,원성1동,63_110
충청남도,천안시동남구,원성2동,63_110
충청남도,천안시동남구,봉명동,63_110
충청남도,천안시동남구,일봉동,63_110
충청남도,천안시동남구,신방동,63_110
충청남도,천안시동남구,청룡동,63_110
충청남도,천안시동남구,신안동,63_110
충청남도,천안시서북구,성환읍,63_113
충청남도,천안시서북구,성거읍,64_112
충청남도,천안시서북구,직산읍,63_112
충청남도,천안시서북구,입장면,64_113
충청남도,천안시서북구,성정1동,63_110
충청남도,천안시서북구,성정2동,63_111
충청남도,천안시서북구,쌍용1동,63_110
충청남도,천안시서북구,쌍용2동,63_110
충청남도,천안시서북구,쌍용3동,63_110
충청남도,천안시서북구,백석동,62_110
충청남도,천안시서북구,불당동,62_110
충청남도,천안시서북구,부성1동,63_111
충청남도,천안시서북구,부성2동,63_111
충청남도,공주시,유구읍,60_105
충청남도,공주시,이인면,62_101
충청남도,공주시,탄천면,61_100
충청남도,공주시,계룡면,63_100
충청남도,공주시,반포면,65_101
충청남도,공주시,의당면,63_104
충청남도,공주시,정안면,63_106
충청남도,공주시,우성면,61_103
충청남도,공주시,사곡면,61_104
충청남도,공주시,신풍면,60_104
충청남도,공주시,중학동,63_102
충청남도,공주시,웅진동,63_103
충청남도,공주시,금학동,63_102
충청남도,공주시,옥룡동,63_103
충청남도,공주시,신관동,63_103
충청남도,공주시,월송동,63_103
충청남도,보령시,웅천읍,54_98
충청남도,보령시,주포면,53_102
충청남도,보령시,오천면,52_102
충청남도,보령시,원산도출장소,51_101
충청남도,보령시,천북면,52_103
충청남도,보령시,청소면,53_102
충청남도,보령시,청라면,55_101
충청남도,보령시,남포면,54_99
충청남도,보령시,주산면,54_97
충청남도,보령시,미산면,55_97
충청남도,보령시,성주면,54_100
충청남도,보령시,주교면,53_101
충청남도,보령시,대천1동,53_100
충청남도,보령시,대천2동,53_100
충청남도,보령시,대천3동,54_100
충청남도,보령시,대천4동,54_100
충청남도,보령시,대천5동,52_99
충청남도,아산시,염치읍,60_110
충청남도,아산시,배방읍,62_110
충청남도,아산시,송악면,61_109
충청남도,아산시,탕정면,61_110
충청남도,아산시,음봉면,61_111
충청남도,아산시,둔포면,61_113
충청남도,아산시,영인면,60_111
충청남도,아산시,인주면,58_111
충청남도,아산시,선장면,58_110
충청남도,아산시,도고면,58_109
충청남도,아산시,신창면,59_110
충청남도,아산시,온양1동,60_110
충청남도,아산시,온양2동,60_110
충청남도,아산시,온양3동,61_110
충청남도,아산시,온양4동,60_110
충청남도,아산시,온양5동,60_109
충청남도,아산시,온양6동,61_109
충청남도,서산시,대산읍,51_113
충청남도,서산시,인지면,50_109
충청남도,서산시,부석면,50_108
충청남도,서산시,팔봉면,49_110
충청남도,서산시,지곡면,51_111
충청남도,서산시,성연면,51_111
충청남도,서산시,음암면,52_110
충청남도,서산시,운산면,53_110
충청남도,서산시,해미면,53_108
충청남도,서산시,고북면,52_107
충청남도,서산시,부춘동,51_110
충청남도,서산시,동문1동,51_110
충청남도,서산시,동문2동,51_110
충청남도,서산시,수석동,51_109
충청남도,서산시,석남동,51_109
충청남도,논산시,강경읍,61_96
충청남도,논산시,연무읍,62_95
충청남도,논산시,성동면,61_97
충청남도,논산시,광석면,62_98
충청남도,논산시,노성면,63_99
충청남도,논산시,상월면,63_99
충청남도,논산시,부적면,63_97
충청남도,논산시,연산면,64_97
충청남도,논산시,벌곡면,65_97
충청남도,논산시,양촌면,65_96
충청남도,논산시,가야곡면,63_96
충청남도,논산시,은진면,62_96
충청남도,논산시,채운면,62_96
충청남도,논산시,취암동,62_97
충청남도,논산시,부창동,62_97
충청남도,계룡시,두마면,65_98
충청남도,계룡시,엄사면,65_99
충청남도,계룡시,신도안면,65_99
충청남도,계룡시,금암동,65_99
충청남도,당진시,합덕읍,56_110
충청남도,당진시,송악읍,55_112
충청남도,당진시,고대면,53_113
충청남도,당진시,석문면,53_114
충청남도,당진시,대호지면,52_112
충청남도,당진시,정미면,53_112
충청남도,당진시,면천면,55_110
충청남도,당진시,순성면,55_111
충청남도,당진시,우강면,57_110
충청남도,당진시,신평면,56_112
충청남도,당진시,송산면,55_113
충청남도,당진시,당진1동,54_112
충청남도,당진시,당진2동,54_112
충청남도,당진시,당진3동,54_112
충청남도,금산군,금산읍,69_95
충청남도,금산군,금성면,69_96
충청남도,금산군,제원면,70_95
충청남도,금산군,부리면,70_94
충청남도,금산군,군북면,70_96
충청남도,금산군,남일면,70_94
충청남도,금산군,남이면,68_94
충청남도,금산군,진산면,67_96
충청남도,금산군,복수면,68_96
충청남도,금산군,추부면,69_97
충청남도,부여군,부여읍,59_99
충청남도,부여군,규암면,59_99
충청남도,부여군,은산면,58_99
충청남도,부여군,외산면,55_99
충청남도,부여군,내산면,57_99
충청남도,부여군,구룡면,57_98
충청남도,부여군,홍산면,56_97
충청남도,부여군,옥산면,56_97
충청남도,부여군,남면,57_97
충청남도,부여군,충화면,57_97
충청남도,부여군,양화면,59_96
충청남도,부여군,임천면,59_97
충청남도,부여군,장암면,59_98
충청남도,부여군,세도면,60_96
충청남도,부여군,석성면,61_98
충청남도,부여군,초촌면,61_98
충청남도,서천군,장항읍,55_93
충청남도,서천군,서천읍,55_94
충청남도,서천군,마서면,55_94
충청남도,서천군,화양면,57_93
충청남도,서천군,기산면,56_94
충청남도,서천군,한산면,57_94
충청남도,서천군,마산면,57_95
충청남도,서천군,시초면,56_95
충청남도,서천군,문산면,56_96
충청남도,서천군,판교면,55_96
충청남도,서천군,종천면,55_95
충청남도,서천군,비인면,54_96
충청남도,서천군,서면,53_96
충청남도,청양군,청양읍,57_102
충청남도,청양군,운곡면,58_104
충청남도,청양군,대치면,58_102
충청남도,청양군,정산면,60_102
충청남도,청양군,목면,61_102
충청남도,청양군,청남면,60_100
충청남도,청양군,장평면,59_100
충청남도,청양군,남양면,57_101
충청남도,청양군,화성면,56_102
충청남도,청양군,비봉면,57_104
충청남도,홍성군,홍성읍,55_106
충청남도,홍성군,광천읍,54_104
충청남도,홍성군,홍북읍,55_107
충청남도,홍성군,금마면,56_106
충청남도,홍성군,홍동면,55_105
충청남도,홍성군,장곡면,55_104
충청남도,홍성군,은하면,53_104
충청남도,홍성군,결성면,53_104
충청남도,홍성군,서부면,52_105
충청남도,홍성군,갈산면,53_106
충청남도,홍성군,구항면,54_105
충청남도,예산군,예산읍,58_107
충청남도,예산군,삽교읍,56_108
충청남도,예산군,대술면,59_107
충청남도,예산군,신양면,58_106
충청남도,예산군,광시면,57_105
충청남도,예산군,대흥면,57_106
충청남도,예산군,응봉면,56_107
충청남도,예산군,덕산면,55_108
충청남도,예산군,봉산면,55_109
충청남도,예산군,고덕면,56_109
충청남도,예산군,신암면,57_109
충청남도,예산군,오가면,57_108
충청남도,태안군,태안읍,48_109
충청남도,태안군,안면읍,49_104
충청남도,태안군,고남면,50_102
충청남도,태안군,남면,48_107
충청남도,태안군,근흥면,47_108
충청남도,태안군,소원면,46_109
충청남도,태안군,원북면,48_110
충청남도,태안군,이원면,48_111
